texto,sentimiento,sentiment_label,sentiment_probabilities
joelalsolo ta bien hablo de penarol ! viste que le ganamos a lanús que fue el campeón de argentina y ganamos la copa río de la plata ?,Positivo,1,"[0.0015998107846826315, 0.9984001517295837]"
tatyynacional pero si estoy sentado,Neutral,0,"[0.9989632368087769, 0.001036721165291965]"
GroseroKesman perezfedullo seguramente nacional se dejó ganar por que el q tenía que festejar era fénix ! por lo menos así lo veo yo !,Neutral,1,"[0.0018264123937115073, 0.9981735944747925]"
sebtsb ay seb como haces para usar zapatos sin medias otzea a mi me lastiman todo arriba de él talón btw esos son los Adidas que quiero.,Neutral,0,"[0.99822598695755, 0.0017740001203492284]"
"dannyviLe Lo que no es razonable es que tres encuestas, hechas en la misma fecha, le den 2%, 3% y 8% Todo puro humo.",Negativo,0,"[0.9996069073677063, 0.00039316891343332827]"
Me sigo sintiendo re agotada,Negativo,0,"[0.9992269277572632, 0.0007730308570899069]"
Direectv y otros momentos lindos,Positivo,1,"[0.0002739529882092029, 0.9997259974479675]"
"Alita_ntvg Te amo con todas las letras.. halla y acá. En buenas y no tanto. Ahi estoy, siempre con vos. Como vos conmigo, bombonazo.",Positivo,1,"[0.00024300940276589245, 0.9997569918632507]"
bien PlazaColonia ! no ganaron y no perdieron x goleada en los 90 y ganaron por penales ! no era lo q quería pero bien x ustedes,Positivo,1,"[0.02388887293636799, 0.976111114025116]"
"auronftomg lol, eso es horrible En Green Day dijeron que este año sale uno nuevo, ya me estoy impacientando y el hype is real",Neutral,0,"[0.9995548129081726, 0.0004451882850844413]"
"perroju6 Tenemos, pero (1) no dura nada, porque la carga es terrible y (2) reemplazar las baterías nos sale carísimo y nunca hay plata",Negativo,0,"[0.9994603991508484, 0.0005396058550104499]"
EuniceCastroC a mi tambien me gusta la primera ves que la vi fue en una revista de national geographic .tendria 10 años besos bella,Positivo,1,"[0.00027383340056985617, 0.9997261166572571]"
Che náutico! ahora vas a saber lo que es sentarse ante un juez. Mirá que se mueve la cosa por suerte para nosotros JusticiaPorSofía,Neutral,1,"[0.005339450668543577, 0.9946605563163757]"
Los mejores abrazos sin dudas,Positivo,1,"[0.00023124724975787103, 0.9997687935829163]"
mvdsister elpaisuy my god! Se sabe si hay alguna tolerancia? O venderemos el auto xa pagar multas? Cdo tienen razon la tienen,Negativo,0,"[0.9974334836006165, 0.002566531067714095]"
joelalsolo a mi sobrino mas chico se le había roto la t la g y la b ahí eras un poco complicado hablar con el !,Negativo,0,"[0.9991834759712219, 0.0008165506296791136]"
Igual nadie quiere conmigo ajjajaj,Negativo,0,"[0.9993439316749573, 0.0006560282781720161]"
Esto de tener un hijo ya grande es una ventaja . lo podes mandar a la sociedad a buscarte los remedios . cco nicolascabrera4,Positivo,1,"[0.0018302638782188296, 0.9981696605682373]"
_anatabeira no ! lo que pasó es que me agarró en av.giannattasio al lado de TI y no en lugares lindos como a ustedes !,Negativo,0,"[0.9995096921920776, 0.0004902592627331614]"
"AYATOlSMINE LEVIFANCY Es un header de arctic monkeys pero está re bueno el icon, lo hice hace como 3 años, lo uso desde el año pasado",Positivo,1,"[0.0004525144468061626, 0.9995474219322205]"
"Loco yo desde el sábado estoy pensando en lo divino que es el hermano de Vanesa Britos jajajaja, eu queria uma foto com ele nao com ela",Positivo,1,"[0.0005937970126979053, 0.9994062185287476]"
"cuervotinelli MathiCalfani lo mejor para vos De un fanático ""azulgrana"" (de la UA)Te lo merecés.Sos tan crack que zafaste del clásico",Positivo,1,"[0.0003589071275200695, 0.9996410608291626]"
"Primero fue buscando a Nemo, hace un par de semanas a Dory y ahora a un Pokemon Jonny la gente esta muy loca!",Negativo,0,"[0.9993670582771301, 0.0006329700700007379]"
el agu me dejo solo,Negativo,0,"[0.9995668530464172, 0.000433104345574975]"
"gen_ghibli Vi Kaze Tachinu hace dos noches. Me encantó, aunq es diferente a lo habitual de Miyazaki. Y lloré en el final.",Positivo,1,"[0.0004999828524887562, 0.999500036239624]"
cartoon network censura las parejas gays en steven universe y no censura el humor negro de gumball o la violencia de dragon ball z hdps,Negativo,0,"[0.9992892742156982, 0.0007107045967131853]"
"¡¡Buenos días!! Ya somos 996 en el canal, así que hoy tendré que grabar mi reacción llegando a los 1K Que pasen un BuenViernes",Positivo,1,"[0.00031698582461103797, 0.9996830224990845]"
"Solo porque es viernes yo sigo en la cama y me da igual llegar tarde. Igual, ya me estoy levantando.tampoco vamos a abusar.",Neutral,1,"[0.010401121340692043, 0.9895988702774048]"
MarioGorgo Dennis08481468 huesopintos eso fue lo peor ! y el cooper no me lo compro ni loco ! tengo mejores opciones y mas baratos !,Negativo,0,"[0.9994093179702759, 0.0005906879086978734]"
Un Gorditoo lleno de sentimientos,Positivo,1,"[0.0009655921021476388, 0.9990344047546387]"
"Tranquila, lo vas a superar.. solo estaras tristes unos dias. .desahogate, llora.. no hables con nadie.. solo sacalo. Pronto estaras bien",Positivo,1,"[0.0007837460143491626, 0.9992161989212036]"
"Están buenos los temas de biología, se entienden. Lastima que la divina de Cecilia siempre busca la forma de sentarnos a todos",Neutral,0,"[0.9933956265449524, 0.006604365073144436]"
Buen dia. Al menos hoy voy más tarde al trabajo porq ayer me quedé más de media h dsp de mi hora de salir.,Positivo,1,"[0.0004249457851983607, 0.9995750784873962]"
"marianabolonini es la sensación q siempre he tenido fte a la crueldad y el horror, además de la rabia. por qué? Es incomprensible.",Negativo,0,"[0.9993894100189209, 0.0006105344509705901]"
"Hoy se intento hablar de cannabis en Esta boca es mía y fue algo incómodo, hubo q elicarle a una chica trans cómo discrimina a usuarios",Negativo,0,"[0.9992920160293579, 0.0007079229108057916]"
PabloMonti1 me esta pasando lo mismo hace una semana y n tomo mate estaré atenta a los doc matriculados q te den respuestas por acá jaa,Neutral,0,"[0.9983583092689514, 0.001641661743633449]"
"Extraño tanto a mi Bro Ale!Las salidas,los consejos,las jodas con la peña! Todo me hace tremenda falta!",Negativo,0,"[0.999433696269989, 0.000566307280678302]"
flor -que lindo lo que escribiste en tu tuit fijado -no se quien es pero espero que lo abraces -linda cuenta !!¡,Positivo,1,"[0.0003090856480412185, 0.9996908903121948]"
"""La realidad es mucho más fuerte que la ficción, la realidad huele, tiene familiares llorando"" mikelayestaran Gracias por la skype-call!",Negativo,0,"[0.9994440674781799, 0.0005559023702517152]"
"Curioso. Entre ""a mi nadie me pautea"" y ""me entere por la prensa"", ahora queremos un periodista lider de opinion presidente. Genial",Negativo,0,"[0.9993990659713745, 0.0006009629578329623]"
"mor_ticia no aguanté a la trotsky, sali a fumar y aparecieron unos tipos re cargosos a hinchar los huevos asi que me fui antes",Negativo,0,"[0.9996799230575562, 0.0003201401268597692]"
"Se siente la risa a carcajadas de fondo ,de la madre y encima aplauden ,un horror con esos amigos ,no precisas enemigos nena",Negativo,0,"[0.9995077848434448, 0.0004921640502288938]"
pulsionparcial Derrota por amplia diferencia?,Neutral,0,"[0.6355733275413513, 0.36442673206329346]"
"VeronikMGWV hoy dia tiene 9 meses mañana te paso fotos actuales ,si es un zorro adorable ,llego a mi vida en un momento justo lo adoro",Positivo,1,"[0.00025827420176938176, 0.9997417330741882]"
"No compitas con nadie, no tienes que demostrarle nada a nadie, no tienes que llegar a donde otro llegó, solo superar tus propios límites.",Positivo,1,"[0.00046801991993561387, 0.9995319843292236]"
ElCrull Jajajaja a que mala impresión,Negativo,0,"[0.99604731798172, 0.003952633123844862]"
En la Red dijeron que si llega pablo Perez le abren la puerta de salida a Mendez maal mal mal deben jugar los 2 junto a Toro,Negativo,0,"[0.9965255856513977, 0.0034743782598525286]"
Cuando la comunidad del lol es una mierda  Pero la de Pokémon es buenísima Pero salió Pokémon GO y ahora son todos possers,Negativo,0,"[0.9994922876358032, 0.0005077176028862596]"
UnBolasTristes En eso tenes razon jja,Positivo,1,"[0.000604775152169168, 0.9993952512741089]"
AlmaHistorica doy fe son espectaculares!!,Positivo,1,"[0.0002859674277715385, 0.9997139573097229]"
"andyygmes eres como muy tierna jajaja justo veía el ""40 cosas"" me lo pase genial! Si algún día voy a Berlín sería genial verte",Positivo,1,"[0.0002607347269076854, 0.9997392296791077]"
Fiebre dolorentodoelcuerpo. con hijobello de enfermero e hijospeludos,Negativo,0,"[0.9950090646743774, 0.004990891087800264]"
OTROGUAPOSUELTO ModaDiceEs vine YA ME INSTALE LA APLICACIÓN Y ME COMIÓ EL COCO !! seré un inmaduro? Tengo 34 pirulos : p !!,Neutral,0,"[0.9650284051895142, 0.034971628338098526]"
Informatica (computación) - 8 No se porque tengo esa nota si yo lo único que hago es entrar a hangouts y chatear con gente rara,Neutral,0,"[0.9985684156417847, 0.0014315793523564935]"
"Cybertario Es como ""no escupir para arriba"", me extraña que el corporativismo (o las transnacionales lo hagan ir a lo literal",Negativo,0,"[0.9994099140167236, 0.0005900436080992222]"
vmayo72 yo si esta lindo me voy pa la feria ! hoy fui y lo único que compré fueron 5 paltas a 100 mangos,Positivo,0,"[0.9886747002601624, 0.011325285769999027]"
"TownGamePlay Townsitoo, podrías saludar a mi mejor amiga Titi? es animatowner, y está pasando por un mal momento familiar Gracias!",Neutral,0,"[0.9019664525985718, 0.0980335921049118]"
El propio dolor de panza,Negativo,0,"[0.9993959665298462, 0.0006040147272869945]"
cuervotinelli elchatoprada hoppefede ElchuecoSuar Buenos días !! .,Positivo,1,"[0.0002606912748888135, 0.9997393488883972]"
"visigoten el folio lo tenía en cosas de su oficina mi padre, se jubiló y di con el. vi si quién es coordinador general!!",Neutral,0,"[0.6451840400695801, 0.3548159897327423]"
"zeta_dos Ojalá todo sea para bien, pero veo en este gobierno vicios distintos al anterior, pero fallos en fin. Pero ya se verá q pasa.",Neutral,0,"[0.9944168329238892, 0.005583204794675112]"
Leyendo el fin de los tiempos y escuchandi mumford & sons. todo esta perfecto,Positivo,1,"[0.0007301800069399178, 0.9992697834968567]"
"En mi vida siempre pasan personas, De esas que valen oro, pero nunca vas a tener. De alguna manera es muy lindo ilusionarse",Neutral,1,"[0.0003161953645758331, 0.9996838569641113]"
"_pepepar Bueno, eso viene por el lado de los apellidos. Hay quien usa apellido doble porque el 2do tiene más alcurnia que el 1ro",Neutral,0,"[0.9960207343101501, 0.003979280591011047]"
"leonardo_veglio Tu argumento es un poco personal. Pero sí, las cosas se terminan. A algunos en 115 años, a otros en 15",Negativo,0,"[0.9992726445198059, 0.0007274124072864652]"
"VickyMarquez__ Si le pareces fea no te la comenta , te quiere re garchar pero no sabe como decirlo y un ""Linda"" no queda",Neutral,0,"[0.9994326233863831, 0.000567383598536253]"
"Voy a intentar jugar al truco, al que le toque jugar contra mi internet lento, perdóname, no es mi culpa",Negativo,0,"[0.9985226988792419, 0.0014773695729672909]"
"Maapolinski Bastante ridículo. Incluyendo eso de que parte de la morosidad es de ""afiliados que murieron"" y no fueron dados de baja",Negativo,0,"[0.9994906187057495, 0.000509305507875979]"
esa no me gusta sorry,Negativo,0,"[0.9989081621170044, 0.0010917842155322433]"
".cocoramazzi Ja, ja, muy gracioso. Teniendo en cuenta que tu posteo inicial es el elogio de un artículo lleno de odio y resentimiento.",Negativo,0,"[0.9987406134605408, 0.0012594652362167835]"
RufinaCamejo Ud. dele que Ud. puede. Y si te critican les tirás que lo hacen porque sos mujer y estás salvada diego_vallarino,Neutral,0,"[0.8356430530548096, 0.16435690224170685]"
JuaniTinelli_1 Tqm !! Tas re grande y linda Besos para tus hermanos  !!,Positivo,1,"[0.00023835778119973838, 0.9997616410255432]"
2891891cap me qedo en lo de joaco tengo q agitarlo para ir algo difícil q vaya y q me deje ir sola menos asi q no se,Neutral,0,"[0.9866372346878052, 0.013362734578549862]"
No puedo creer que estoy llendo por una hora sola al liceo nono que onda voy por 45 min nada mas mejor no podia ser,Positivo,1,"[0.001144581357948482, 0.998855471611023]"
elchatoprada hoppefede Buen día !!,Positivo,1,"[0.00027260257047601044, 0.9997274279594421]"
"cuervotinelli Buen día P!! , excelente Viernes , te veo hoy a las 23:00 hs .TQM  !!",Positivo,1,"[0.0002664166677277535, 0.9997336268424988]"
"AlpioCosta hola, hace mucho q no t veo arribaarg q pasó? te veía todos los dias desde Uruguay.la verdad q se t extraña chiquilin. volvé",Neutral,1,"[0.002308723982423544, 0.99769127368927]"
"cuervotinelli elchatoprada hoppefede Recién llegue del gym VOLANDO !! , así los veo , duchaso y toy listo  !!",Positivo,1,"[0.00034208755823783576, 0.9996578693389893]"
Y un poquito de vino..,Neutral,1,"[0.06560782343149185, 0.9343922138214111]"
"Plan familia a full, después una linda recorrida por Argentina. ¡Volvimos nuevos y contentos! ¡Viajar y tocar lo máximo!",Positivo,1,"[0.0002248897508252412, 0.9997751116752625]"
daphneedenis corazón lleno de odio!,Negativo,0,"[0.9993521571159363, 0.0006478818831965327]"
"cuervotinelli Buen día para el Conductor televisivo número 1 de América  .TE AMO CON TODO MI CORAZÓN P;3, te veo luego a las 22:30hs",Positivo,1,"[0.00020981726993341, 0.9997902512550354]"
ElDemonioAzteka prefiero la verdad por más dura que sea y no vivir en el engaño de la mentira ! Te mando un beso desde Uruguay,Neutral,1,"[0.011506034061312675, 0.9884939789772034]"
TipicaLoca que lindo ! en casa entró uno y no podía salir y se dio contra un vidrio y lo agarre para sacarlo y son super suavesitos,Positivo,1,"[0.0009126354707404971, 0.9990873336791992]"
vivianagarcia73 anitafb Muchas gracias Sandra por tu ayuda y esperamos que los tips sean útiles para Anita. Seguimos en contacto!,Positivo,1,"[0.00024602681514807045, 0.999754011631012]"
"cmenghi A menos q seas empleado de Riogas, Alur, INR, IMPO, vicepresidencia o cosas así. Tener título está sobrevalorado Nico_Selser",Negativo,0,"[0.9983983635902405, 0.00160165352281183]"
cuervotinelli Muy buenos días para mi papá que lo adoro con todas mis fuerzas  . Excelente Martes !,Positivo,1,"[0.0002375498879700899, 0.9997624754905701]"
".sebafle diego_vallarino jaja a mi favor debo decir q tampoco es un descubrimiento mío, sino de mi hermano,y aseguro q es independiente",Neutral,1,"[0.006096879951655865, 0.9939031004905701]"
"mister__lemon No, claro que no. Es convenir aspectos puntuales en los que haya acuerdo. Helado y con barquillo, pero varía el gusto",Neutral,1,"[0.10692928731441498, 0.8930707573890686]"
"Haciendo el Notitest de TelenocheOnline, me salió ""Eerto en Noticias"". Que veterana que estoy",Negativo,0,"[0.9971076846122742, 0.0028923549689352512]"
Y estavamos los dos buscando la manera de desir quien de los dos da el primer paso.!! ESCUCHANDO DOSOGAS Sola En Casa.,Neutral,1,"[0.00041162766865454614, 0.9995884299278259]"
"MHackem No Cecilia, lo que hacemos está muy lejos de ninguna aplicación práctica. No me arrogues méritos que no tengo",Negativo,0,"[0.9995965361595154, 0.0004035136953461915]"
"felipefskl No necesariamente. Quizá se necesita alguien que apueste a ganar mintiendo, por única vez, y haga lo que hay que hacer",Neutral,0,"[0.9993951320648193, 0.0006048393552191556]"
TipicaLoca lindas ! y son super mansas ! las fui apurando tocándole las patas traseras y se tomaron su tiempo ! no las apuras mucho.,Positivo,1,"[0.00045125235919840634, 0.9995487332344055]"
"golden254 yapeze Jajaja! Sí, leí! Creo que por acá no los tendremos hasta el 2018, por lo menos.",Neutral,1,"[0.09825177490711212, 0.9017482995986938]"
Lpauletti Comprobado: Se puede estar en el fondo de un pozo.y seguir cavando la propia fosa. Y aun hay gte q definde,Negativo,0,"[0.9994484782218933, 0.0005515035009011626]"
"cuervotinelli miércoles, sábados y domingos son los peores días para mi TE EXTRAÑO !!",Negativo,0,"[0.9993453621864319, 0.0006546345539391041]"
La negra Mel que se haga del Bolso tamos todos los compadres y ella de galli deja nos re gozariamos en la abdon negra,Neutral,0,"[0.6505586504936218, 0.34944137930870056]"
"BrandonBouer aunque ya no hablemos,no me olvidé de tu cumpleaños Felíces21 Bouer!!,espero que te la hayas pasado de lo mejor,saludos",Positivo,1,"[0.0003425245813559741, 0.9996575117111206]"
