texto,sentimiento
elenuskienf FeministaLatorr afemmeinnyc llopezmiguel andabaporaqui a partir del 20N vamos a tener muchas peras y manzanas atascadas..,Neutral
"discriminaciónn, exclusión y pobreza para las mujeres, no dejarremos que nos quiten nuestros derechos, MarianoNo, conRubalcaba",Neutral
"Quitar el derecho a paro a la gente y quitar la ley de dependencia, entendeis el porque del NOalPP conRubalcaba no pasará esto",Neutral
"Animo a todos a visitar el hashtag nomeolvido, para que hagamos repaso de la legislatura y no nos vuelvan a vender la moto ,-) este 20N",Neutral
"terhesahello creo que el PSOE explica muy bien las propuestas políticas de futuro en su programa, eso si, también hay que leerlo.",Neutral
En su pueblo se esta ayudando a muchas familias con la dependencia o prestaciones. conRubalcaba ,Neutral
cayo_lara recuerda a Marcos Ana con uno de sus versos. Hace 50 años que salió de la cárcel tras defender la República eligeIU Sevilla20N,Neutral
"""Ole,ole,ole"" Muchos olés a marianorajoy, Arenas,Montoro y alcalde de Sevilla. elecciones2011 20N campaña",Neutral
"Y como se preveía, Zoido inaugura el túnel del Tamarguillo 3 días antes del 20N ",Neutral
publico20N cayo_lara homenajea a Marcos Ana a los 50 años de su salida de la cárcel y lee un poema suyo iunida iuandalucia,Neutral
"MT Vicky_Bendito ""Izquierda Unida, jamás será vencida!"", ""A por ellos, oe, a por ellos, oe!"" corean aquí en Sevilla. iunida 20N",Neutral
.cayo_lara homenajea a Marcos Ana y lee uno de sus poemas más conocidos en el 50 aniversario de su salida de la cárcel franquista eligeIU,Neutral
La financiación de la dependencia debe alcanzar el 1% del PIB para la aplicación de este derecho subjetivo. 20N,Neutral
PP: Dos millones de mujeres en paro necesitan la igualdad real del empleo en vez de la igualdad ideológica del PSOE. yovotoamariano,Neutral
"Cospedal anuncia que cuando Rajoy diga lo que hay que hacer habrán protestas, la CEOE pide medidas urgentes y drásticas. aten cabos",Neutral
La gente del PP se vuelve loca en Sevilla cuando presentan a Arenas y marianorajoy como prox ptes de Andalucia y España camPPaña,Neutral
"La Prima de Riesgo está hipotecando nuestro futuro, es muy triste pero nadie confía en España, por eso necesitamos cambio súmatealcambio",Neutral
"nomeolvido de quien empezo esta crisis y culpa ahora al PSOE, di NOalPP y no a una dictadura camuflada, derechos?? el PP no los conoce",Negativo
Este domingo existe la oportunidad de votar a un partido como nunca ha existido en España ,Neutral
marianorajoy llame usted a mi madre y explíquele que se queda sola para atender a mi padre con Parkinson avanzado. No puede hacernos esto!!,Negativo
Noticias 20N Rajoy frente a Monti: Mariano Rajoy se acerca a la Moncloa en pésimas circunstan. ,Negativo
"conRubalcaba psmadrid Tomás Gómez ""la libertad solo es posible a través de la igualdad""",Positivo
"CarmeChacon2011 Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el 20n votando""",Neutral
"TereRomgar Ahora están tan enfrentados q no son operativos. Solo Chacón puede dar un golpe d estado ,) obi_uan_kenobi gabrielc7s7 psoe",Negativo
"defiendelaigualdad “CarmeChacon2011: ""Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el 20n votando""”",Neutral
marianorajoy suerte y a por ellos este domingo,Positivo
murgueromurcia ppopular nomeolvido de la destrucción de toneladas de pruebas para que no se siga investigando el 11-M votaPP,Neutral
"CarmeChacon2011: nos espera un pais como dios manda, dice rajoy",Neutral
Así sera a partir del 20N nuestra política ,Neutral
Arenas acude al mitin de marianorajoy con su hijo pequeño que coge en brazos. campaña 20N elecciones2011,Neutral
Politicos que te mandan su basura a casa. Esto donde se recicla? 20N ,Negativo
Se viene abajo el palaciodeportes al grito de presidente a javierarenas_pp y marianorajoy sumatealcambio ,Positivo
"En Barcelona CarmeChacon2011 dice q Rajoy no quiere el matrimoniohomosexual y Duran quiere curar a homosexuales,son la misma derecha.",Negativo
LuisAlberRoldan Es que hay que Botar con B de Burro a conrubalcaba y Votar con V de Victoria a marianorajoy,Neutral
El PP reclama un sueldo más alto para Aznar y justifica sus contratos millonarios - nolesvotes nomeolvido 20n VaeO ,Negativo
Gonzo descubre a Ana Botella yendo a la peluquería en coche oficial ,Neutral
Después de terminar con el voto puerta a puerta.camino d Merida a ver al Lendakari patxilopez y a GFVara.a pelear junto conRubalcaba,Neutral
Rajoy dice q la sanidad espaÑola es la mejor dl mundo xo votarn en cntra conRubalcaba psoetorrelavega JSTorrelavega peleaporloquequieres,Positivo
"¡no se lo vamos a poner tan fácil! MarianoNo, conRubalcaba",Neutral
"Hay que cambiar las leyes para que sean + justas, no podemos tener a delincuentes en la calle al día siguiente de haber sido detenidos. 20N",Neutral
Si Rajoy gana el domingo ya solo le queda convencer a Merkozy de que es un buen tecnócrata.,Negativo
conRubalcaba CarmeChacon2011 : no conquiatamos derechos para q venga CIU i PP a hacer negocio con nuestros derechos noeselmateix”,Negativo
"RajoyVERSUSrubalcaba Tanto Rajoy como Rubalcaba son políticos, pero Parad de dad Mítines y Gobernar,pero ya! Sino ",Negativo
", CarmeChacon2011 Y conRubalcaba es el mejor equipo con el que puede contar marianorajoy . Le sale gratis la inmolacion del PSOE",Neutral
Reportaje sobre como los bancos cambian y crean leyes ,Neutral
masconsulting rob_rodriguez_a 20N Seguro que habrá sido una gran sesión. Un abrazo muy fuerte Roberto!,Positivo
"R10 en UPyD esta prohibido por estatutos llevar imputados en las listas, porque avergüenzan la democracia CadaVotoVale",Negativo
"mujeres de Catalunya, de España: por nuestros derechos, por el respeto y dignidad, MarianoNo, conRubalcaba",Positivo
"Las mujeres no vamos a permitir q la derecha nos excluya y vulnere nuestros derechos, NI UN PAS ENRERE! Carmechacon2011 noeselmateix 20N",Negativo
Reformas radicales y a fondo para recuperar los valores UPyD en valencia,Positivo
rosavaldeonpp La dependencia en CyL es ejemplo para toda España. marianorajoy quiere un sistema de financiación de dependencia justo,Positivo
"diegocruzblog PSOE hay que ser críticos. Algo está fallando. Eso, o hay tal desidia que se está dando todo por perdido",Negativo
"el 20 N, llenemos las urnas de votos de progreso, MarianoNo, conRubalcaba",Positivo
.UPyD Nos permitimos el lujo de no llevar en las listas imputados por corrupción. QUE RAROS SOMOS!,Positivo
"UPyD , esquerraunida , PSOE i c_compromis estan fent un debat a RadioJoveAlcoi ",Neutral
marianorajoy es el unico capaz de pronunciar bien Bershka,Neutral
Creo que me estoy mojando con los ultimos resultados que le dan a UPyD Que ganas de que sea domingo. UPyD MareaMagenta,Neutral
"UPyD ""decimos lo que queremos hacer y como lo queremos pagar""",Positivo
"El programa del PP es más legible y más fácilmente descargable q el del PSOE, q si es por accesibilidad si q parece un programa oculto",Neutral
"Podrá ser paranoia, pero el desfile del 20N pasará por OccupyBMV. sería bueno que nos ayudarán a reforzar el campamento desde el viernes",Neutral
juevessocialista Ley de dependencia en peligro si gana el PP conRubalcaba aseguramos su continuidad votapsoe vota derechos para todos,Neutral
"El mal nunca triunfa gracias a los malos, si no al silencio de los buenos. Esto es aplicable al gobierno del PSOE y a los triunfos del FCB",Negativo
"imagen de marianorajoy saludando a los miles de sevillanos puestos en pie al grito de ""presidente, presidente""!",Positivo
marianorajoy no contestas.veo que tu equipo de redes sociales es peor de lo que parece. Lanzas twitts y no respondes. Gracias por nada,Negativo
.cayo_lara dice que con la ayuda de los sevillanos y sevillanas .1centella estará en Madrid a partir del 20N. eligeIU,Neutral
"Tonicanto1 lo siento,es una vergüenza.En el fondo tanto PSOE como PP os tienen mucho miedo,y con motivo porque UPyD sois la alternativa",Neutral
mitin sevilla marianorajoy. Pitidos cuando Jose Luis Sanz menciona a Guerra y Felipe,Neutral
"terhesahello PSOE se es crítico y nada se da por perdido, desde luego, me consta. Y se seguirá luchando y peleando.",Positivo
"Presidente PP Sevilla critica a conRubalcaba que dice ha escondido a Zapatero para rescatar a González y al ""hermano de Juan Guerra"" 20N",Negativo
Acte de final de campanya a Tarragona! Ple de gom a gom! Al 20N a ser primera força a la demarcació!,Negativo
A ver si a partir del lunes siguen los mimitos entre conRubalcaba y Chacón,Neutral
Tenemos q llevar a Centella y a Lole al parlamento por la fuerza de los votos eligeIU el próximo 20N,Neutral
M_Menendez_rtve como lo lleva a la privada no teme xsu educacion marianorajoy,Negativo
UPyD la justicia debe ser independiente por que debe representar la justicia no a los politicos 20nupyd cadavotovale,Neutral
El cambio depende de ti. Hagamos un ultimo esfuerzo:anima a tus familiares y amigos a votar por el cambio. Es decisivo SUMATEALCAMBIO,Positivo
Súmatealcambio VotaPP Hay que dar un escarmiento a los que dejan a España en la ruina. el domingo decidimos.,Neutral
Vaya jaleo en Madrid cn la huelga de profesores. Coche tirado y ahora en metro. vamosaflipar tras el 20N,Negativo
marianorajoy y sus hilillos de plastelina.le podemos confiar el gobierno? CarmeChacon2011,Neutral
"¿vamos a confiar el gobierno de España a Rajoy? A las urnas el día 20, MarianoNo, conRubalcaba",Neutral
"Alcalde de la diputacion de valencia en su miting: ""cuando ganemos lo vamos a celebrar con xampany y mujeres"" 20N pol. Igualdad del PP",Negativo
"Pues eso, que nada, el camino a seguir según IU es este. “alexvega: Egocrata alvaromillan ",Neutral
"Vamos a demostrar que nos indignamos, y lo vamos a demostrar votando!!. La unica alternativa de gobierno es Rajoy rajoygana votapp 20N",Positivo
garcia_abadillo Son realmente PATÉTICOS. Es una burla constante a nuestra inteligencia. Por eso después del 20N desaparecerán. Seguro,Neutral
"UPyD "" tenemos un programa realista, no compramos votos, lo que hacemos, lo hacemos, pq es lo que hay q hacer"" 20NUPyD cadavotovale",Positivo
"Gritos de ""fuera, fuera"" y pataleos en Sevilla cuando el PP recuerda que conRubalcaba ha rescatado a Felipe y Guerra para el 20N camPPaña",Negativo
"marianorajoy SI los protagonistas del cambio de saldremos somos nosotros, porque ignoras a los que preguntamos cosas incomodas?",Neutral
Diferencias entre el voto útil y el voto inútil para el 20N ,Neutral
marianorajoy Gobernando por y para España! El Domingo empieza el cambio!! yo te ayudo a echarlos de la moncloa!! ,Positivo
"Lissavetzky_M ""no se trata de abaratar el despido, sino de abaratar la contrataión"" mitin_Aluche psoelatina conRubalcaba",Neutral
marianorajoy los sobres del psoe la basura ajja,Neutral
"Con el mejor presidente de la historia de España, José María Aznar sumatealcambio ",Positivo
cayo_lara habla de los defraudados en esta legislatura. Nosotros estamos llenos de honestidad eligeIU Sevilla20N,Positivo
"PP_Moclinejo El triunfo de marianorajoy no es posible sin nuestra ayuda, Súmatealcambio VotaPP lucha en redes sociales para conseguirlo.",Positivo
"""marianorajoy: Los protagonistas del cambio sois vosotros saldremos ",Neutral
La bolsa española aguanta los tipos x contar anticipadamente 1 solución q intuye vendrá del cambio a partir del 20N. Regeneraciónilusión.,Neutral
"Rajoy estuvo 8 años en el Gobierno y sólo se le recuerda por los ""hilillos de plastilina"". Bueno, y por el aumento de la delincuencia. 20N",Neutral
Avanzaremos hacia un modelo de contrato único e indefinido que acabe con la temporalidad y la precariedad en el empleo juvenil votaPP 20N,Positivo
"Lo que yo he escuchado a conRubalcaba es ""el programa de Rajoy."" pero ¿y el tuyo? ¿Que vas a hacer para sacarnos de la crisis? .",Negativo
"Lurmas julia_otero The Times: CiU 12, IU 11, UPyD 4, PNV 6, Amaiur 4, ERC, BNG, CC 2. AL PSOE se le pone cara de UCD con 107 nolesvotes",Neutral
"momiator conozco varios! me he tirao a uno del PSOE, y que sale por la tele. Cuenta?",Neutral
"Sumate al cambio. Estamos hartos de peleas, de confrontaciones. Es hora de sumar para cambiar el rumbo de las cosas votapp 20N",Positivo
ZP ya se prepara para darle la patada a conrubalcaba y dejar el partido en el caos como España. votapp súmatealcambio,Negativo
"Ser independentista i no anar a votar el 20N es fer contents a PP, PSOE, CiU, el País, el Mundo, Tele5, la Cope, etc.!! votaERC jobosch",Neutral
mebatecomo ojalá los españoles tengan dos dedos de frente y voten a conRubalcaba sino seria como cavar su propia tumba.no votéis al PP,Neutral
"Caridad García, candidata iunida al Congreso, ""no es verdad q no hay otra salida, todxs sabemos q hay otro mundo posible"" eligeIU",Positivo
"RajoyVERSUSrubalcaba Tanto Rajoy como Rubalcaba son políticos, pero Parad los Mítines y Gobernar, pero ya!! Sino ",Negativo
En vistas del 20N todo apesta a politiqueo barato! Como si de Barón Dandy se tratara! Buf,Negativo
"R10 iremos a EU y no diremos qué hay de lo mío, iremos y diremos qué hay que hacer CadaVotoVale UPyD",Positivo
"casysanpedro sergioachutegui lo esta haciendo muy bien, se nota que es de nngg_navarra PPNavarra sumatealcambio debatejovenNavarra",Positivo
"La campaña electoral es como ""el sexto sentido"" marianorajoy es BruceWillis y el niño es España. Todos sabemos el fin d la peli, verdad?",Negativo
"Si los simpatizantes del PSOE de conRubalcaba fueran de izquierdas, el PSOE debería sacar 1 diputado, es decir peor no se puede hacer",Negativo
"marianorajoy si voto CAMBIO, ¿me quedaré sin la ayuda a la vivienda que me ha dado el gobierno de ZP?",Neutral
"A mí Duran i Lleida me seduce. El tío es una facha, pero lo es con estilo, con gracia, sin grasa. ppopular take note",Positivo
marianorajoy una pregunta. Si cada español pusieramos 10 euros. Esto nos ayudaria a estar algo mejor. Yo estaria dispuesto aportarlos.sal,Neutral
"Fem memoria. El PP no le gusta la memoriahistórica catalanes tienen memoria de Rajoy, el PP puso mesas recogiendo firmas contra Catalunya",Negativo
"EsperanzAguirre ""Sino fuera XQencuestas dan ganador aRajoy estaríamos intervenidos"" por eso prima e int. suben a la vez qel PP? vota Psoe",Negativo
UPyD hay eliminar las duplicidades del estado recuperando competencia para asegurar la igualdad 20nupyd cadavotovale,Negativo
jotacarmona_es¿Y como ha sido ese viaje desde Antequera? Que recinto es? ??En la Cartuja? marianorajoy javierarenas_pp,Neutral
